"facilityid","facilityname","siteaddress","streetnumber","streetdirection","streetname","streettype","streetunit","city","state","zip","typeoffacility","categoryoffacility","inspectiontype","inspectiondate","violationcode","violation","violationpoints","violationtype","violationstatus","inspectionscore","location"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","06A","Adequate Number Location Design",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","13C","No Reuse of Single Service Articles",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","07B","Pesticide Application",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","05C","Backflow Back Siphonage",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","08C","Properly Used",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","03F","Food Thermometer",0,"Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","10C","Dishwashing Facilities",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","13A","Equipment Utensils Provided Used, Stored",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","01D","HACCP Plan",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","03C","Hot Hold at 135 Degrees Farenheit or Greater",0,"Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","11C","Chemical Test Kits Provided Accessible",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","14A","Plumbing Installed Maintained",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","10B","Non-Food Contact Surfaces Construction",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","10C","Dishwashing Facilities",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","12C","Dishwashing Operations",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","04A","Manual",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","01B","Wholesome Free of Spoilage",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","13A","Equipment Utensils Provided Used, Stored",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","10A","Food-Contact Surfaces Construction",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","03A","Cooling Methods",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","06A","Adequate Number Location Design",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","08A","Properly Stored",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","02G","No Bare Hand Contact",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","02C","Hands Washed As Needed",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","03G","Adequate Equipment to Maintain Food Temperatures",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","13B","Single Service Articles Stored Dispensed Used",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","11A","Refrigeration Units With Accurate Thermometers",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","01F","Consumer Advisory",0,"Critical","Not Applicable",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","02F","Training Needed",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","14C","Floors Walls Ceilings",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","01E","Date Marking",0,"Critical","Not Applicable",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","04B","Mechanical",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","08A","Properly Stored",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","02E","Smoking Eating Drinking",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","03D","Required Cooking Temperature",0,"Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","14C","Floors Walls Ceilings",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","02A","Personnel With Infections Restricted",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","05A","Safe Water Source",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","14I","Physical Facilities Adequate Toilet Facilities",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","13A","Equipment Utensils Provided Used, Stored",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","13A","Equipment Utensils Provided Used, Stored",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","05D","Sewage Disposal",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","07B","Pesticide Application",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","03E","Cold Hold at 41 Degrees or Less",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","02A","Personnel With Infections Restricted",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","07B","Pesticide Application",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","09B","Food Protected from Contamination",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","08C","Properly Used",15,"Critical","Out",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","09A","Original Container Properly Labeled",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","04B","Mechanical",10,"Critical","Out",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","01E","Date Marking",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","15A","Personnel: Clean Clothes Hair Restraints Authorizat",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","13C","No Reuse of Single Service Articles",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","13B","Single Service Articles Stored Dispensed Used",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","03E","Cold Hold at 41 Degrees or Less",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","14A","Plumbing Installed Maintained",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","02D","Hygienic Practices",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","08C","Properly Used",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","01F","Consumer Advisory",5,"Critical","Out",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","14D","Lighting",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","14F","Locker Rooms",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","02D","Hygienic Practices",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","12D","Wiping Cloths",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","12A","Food Contact Surfaces Cleaning",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","03C","Hot Hold at 135 Degrees Farenheit or Greater",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","05A","Safe Water Source",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","11A","Refrigeration Units With Accurate Thermometers",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","03D","Required Cooking Temperature",0,"Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","06C","Soap and Drying Devices",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","01A","Approved Source",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","01B","Wholesome Free of Spoilage",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","10C","Dishwashing Facilities",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","03B","Rapidly Reheat to 165 Degrees or Greater",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","04A","Manual",0,"Critical","Not Applicable",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","14E","Ventilation",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","14B","Garbage and Refuse",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","07B","Pesticide Application",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","02G","No Bare Hand Contact",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
